Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
BGR,0,0,0,0,1,293.7,1974,1976,1,1,70,1,0.04986,0.04865,59489,2894,58042,582146,9.79,9.78
BGR,0,0,0,0,1,293.7,1974,1976,1,1,71,1,0.05477,0.05331,56595,3017,55086,524104,9.26,9.26
BGR,0,0,0,0,1,293.7,1974,1976,1,1,72,1,0.06073,0.05894,53578,3158,51999,469018,8.75,8.75
BGR,0,0,0,0,1,293.7,1974,1976,1,1,73,1,0.0686,0.06632,50420,3344,48748,417019,8.27,8.27
BGR,0,0,0,0,1,293.7,1974,1976,1,1,74,1,0.07278,0.07023,47076,3306,45423,368271,7.82,7.82
BGR,0,0,0,0,1,293.7,1974,1976,1,1,75,1,0.08319,0.07987,43770,3496,42022,322848,7.38,7.37
BGR,0,0,0,0,1,293.7,1974,1976,1,1,76,1,0.08985,0.08599,40274,3463,38542,280826,6.97,6.97
BGR,0,0,0,0,1,293.7,1974,1976,1,1,77,1,0.09615,0.09174,36811,3377,35122,242283,6.58,6.58
BGR,0,0,0,0,1,293.7,1974,1976,1,1,78,1,0.10724,0.10178,33434,3403,31732,207161,6.2,6.19
BGR,0,0,0,0,1,293.7,1974,1976,1,1,79,1,0.12042,0.11358,30031,3411,28326,175428,5.84,5.84
BGR,0,0,0,0,1,293.7,1974,1976,1,1,80,1,0.129,0.12119,26620,3226,25007,147103,5.53,5.52
BGR,0,0,0,0,1,293.7,1974,1976,1,1,81,1,0.14727,0.13717,23394,3209,21790,122096,5.22,5.22
BGR,0,0,0,0,1,293.7,1974,1976,1,1,82,1,0.15106,0.14045,20185,2835,18768,100306,4.97,4.96
BGR,0,0,0,0,1,293.7,1974,1976,1,1,83,1,0.16206,0.14991,17350,2601,16050,81539,4.7,4.69
BGR,0,0,0,0,1,293.7,1974,1976,1,1,84,1,0.1818,0.16666,14749,2458,13520,65489,4.44,4.43
BGR,0,0,0,0,1,293.7,1974,1976,1,1,85,1,0.18042,0.16549,12291,2034,11274,51969,4.23,4.22
BGR,0,0,0,0,1,293.7,1974,1976,1,1,86,1,0.19507,0.17773,10257,1823,9346,40695,3.97,3.96
BGR,0,0,0,0,1,293.7,1974,1976,1,1,87,1,0.22974,0.20607,8434,1738,7565,31350,3.72,3.71
BGR,0,0,0,0,1,293.7,1974,1976,1,1,88,1,0.24021,0.21446,6696,1436,5978,23785,3.55,3.54
BGR,0,0,0,0,1,293.7,1974,1976,1,1,89,1,0.26504,0.23403,5260,1231,4644,17807,3.39,3.37
BGR,0,0,0,0,1,293.7,1974,1976,1,1,90,1,0.2737,0.24075,4029,970,3544,13162,3.27,3.24
BGR,0,0,0,0,1,293.7,1974,1976,1,1,91,1,0.28753,0.25139,3059,769,2674,9618,3.14,3.11
BGR,0,0,0,0,1,293.7,1974,1976,1,1,92,1,0.29229,0.25502,2290,584,1998,6944,3.03,2.99
BGR,0,0,0,0,1,293.7,1974,1976,1,1,93,1,0.29919,0.26026,1706,444,1484,4946,2.9,2.85
BGR,0,0,0,0,1,293.7,1974,1976,1,1,94,1,0.31347,0.271,1262,342,1091,3462,2.74,2.67
BGR,0,0,0,0,1,293.7,1974,1976,1,1,95,1,0.33354,0.28587,920,263,788,2371,2.58,2.48
BGR,0,0,0,0,1,293.7,1974,1976,1,1,96,1,0.35695,0.30289,657,199,558,1582,2.41,2.27
BGR,0,0,0,0,1,293.7,1974,1976,1,1,97,1,0.38231,0.32096,458,147,384,1025,2.24,2.04
BGR,0,0,0,0,1,293.7,1974,1976,1,1,98,1,0.40154,0.33441,311,104,259,640,2.06,1.77
BGR,0,0,0,0,1,293.7,1974,1976,1,1,99,1,0.42105,0.34783,207,72,171,381,1.84,1.41
BGR,0,0,0,0,1,293.7,1974,1976,1,1,100,99,0.64248,1,135,135,210,210,1.56,0.89
BGR,0,0,0,0,1,293.7,1974,1976,1,2,0,1,0.02136,0.02096,100000,2096,98141,7391976,73.92,73.91
BGR,0,0,0,0,1,293.7,1974,1976,1,2,1,1,0.00181,0.00181,97904,177,97816,7293835,74.5,74.49
BGR,0,0,0,0,1,293.7,1974,1976,1,2,2,1,0.00109,0.00108,97727,106,97674,7196020,73.63,73.63
BGR,0,0,0,0,1,293.7,1974,1976,1,2,3,1,0.00076,0.00076,97621,74,97584,7098346,72.71,72.7
BGR,0,0,0,0,1,293.7,1974,1976,1,2,4,1,0.00057,0.00057,97547,56,97519,7000762,71.77,71.76
BGR,0,0,0,0,1,293.7,1974,1976,1,2,5,1,0.00047,0.00047,97491,46,97468,6903243,70.81,70.8
BGR,0,0,0,0,1,293.7,1974,1976,1,2,6,1,0.00046,0.00046,97445,45,97422,6805775,69.84,69.83
BGR,0,0,0,0,1,293.7,1974,1976,1,2,7,1,0.00037,0.00037,97400,36,97382,6708352,68.87,68.87
BGR,0,0,0,0,1,293.7,1974,1976,1,2,8,1,0.00032,0.00032,97364,31,97348,6610970,67.9,67.89
BGR,0,0,0,0,1,293.7,1974,1976,1,2,9,1,3e-04,3e-04,97333,29,97318,6513622,66.92,66.91
BGR,0,0,0,0,1,293.7,1974,1976,1,2,10,1,0.00029,0.00029,97304,28,97290,6416303,65.94,65.93
BGR,0,0,0,0,1,293.7,1974,1976,1,2,11,1,0.00025,0.00025,97276,24,97264,6319013,64.96,64.95
BGR,0,0,0,0,1,293.7,1974,1976,1,2,12,1,0.00024,0.00024,97252,23,97240,6221749,63.98,63.97
BGR,0,0,0,0,1,293.7,1974,1976,1,2,13,1,0.00032,0.00032,97229,31,97214,6124509,62.99,62.98
BGR,0,0,0,0,1,293.7,1974,1976,1,2,14,1,0.00033,0.00033,97198,32,97182,6027295,62.01,62
BGR,0,0,0,0,1,293.7,1974,1976,1,2,15,1,0.00036,0.00036,97166,35,97148,5930113,61.03,61.02
BGR,0,0,0,0,1,293.7,1974,1976,1,2,16,1,0.00042,0.00042,97131,41,97110,5832965,60.05,60.04
BGR,0,0,0,0,1,293.7,1974,1976,1,2,17,1,0.00048,0.00048,97090,47,97066,5735854,59.08,59.07
BGR,0,0,0,0,1,293.7,1974,1976,1,2,18,1,0.00052,0.00052,97043,50,97018,5638788,58.11,58.1
BGR,0,0,0,0,1,293.7,1974,1976,1,2,19,1,0.00054,0.00054,96993,52,96967,5541770,57.14,57.13
BGR,0,0,0,0,1,293.7,1974,1976,1,2,20,1,0.00056,0.00056,96941,54,96914,5444803,56.17,56.16
BGR,0,0,0,0,1,293.7,1974,1976,1,2,21,1,0.00058,0.00058,96887,56,96859,5347889,55.2,55.19
BGR,0,0,0,0,1,293.7,1974,1976,1,2,22,1,0.00059,0.00059,96831,57,96802,5251030,54.23,54.22
BGR,0,0,0,0,1,293.7,1974,1976,1,2,23,1,6e-04,6e-04,96774,58,96745,5154227,53.26,53.25
BGR,0,0,0,0,1,293.7,1974,1976,1,2,24,1,0.00061,0.00061,96716,59,96686,5057482,52.29,52.28
BGR,0,0,0,0,1,293.7,1974,1976,1,2,25,1,0.00063,0.00063,96657,61,96626,4960796,51.32,51.32
BGR,0,0,0,0,1,293.7,1974,1976,1,2,26,1,0.00065,0.00065,96596,63,96564,4864169,50.36,50.35
BGR,0,0,0,0,1,293.7,1974,1976,1,2,27,1,0.00066,0.00066,96533,64,96501,4767605,49.39,49.38
BGR,0,0,0,0,1,293.7,1974,1976,1,2,28,1,0.00067,0.00067,96469,65,96436,4671104,48.42,48.41
BGR,0,0,0,0,1,293.7,1974,1976,1,2,29,1,0.00068,0.00068,96404,66,96371,4574667,47.45,47.44
BGR,0,0,0,0,1,293.7,1974,1976,1,2,30,1,0.00072,0.00072,96338,69,96304,4478296,46.49,46.48
BGR,0,0,0,0,1,293.7,1974,1976,1,2,31,1,0.00077,0.00077,96269,74,96232,4381993,45.52,45.51
BGR,0,0,0,0,1,293.7,1974,1976,1,2,32,1,0.00079,0.00079,96195,76,96157,4285761,44.55,44.54
BGR,0,0,0,0,1,293.7,1974,1976,1,2,33,1,0.00094,0.00094,96119,90,96074,4189604,43.59,43.58
BGR,0,0,0,0,1,293.7,1974,1976,1,2,34,1,0.00103,0.00103,96029,99,95980,4093530,42.63,42.62
BGR,0,0,0,0,1,293.7,1974,1976,1,2,35,1,0.00111,0.0011,95930,106,95877,3997550,41.67,41.66
BGR,0,0,0,0,1,293.7,1974,1976,1,2,36,1,0.00128,0.00128,95824,123,95762,3901673,40.72,40.71
BGR,0,0,0,0,1,293.7,1974,1976,1,2,37,1,0.0013,0.0013,95701,124,95639,3805911,39.77,39.76
BGR,0,0,0,0,1,293.7,1974,1976,1,2,38,1,0.00147,0.00146,95577,140,95507,3710272,38.82,38.81
BGR,0,0,0,0,1,293.7,1974,1976,1,2,39,1,0.00154,0.00154,95437,147,95364,3614765,37.88,37.87
BGR,0,0,0,0,1,293.7,1974,1976,1,2,40,1,0.00161,0.00161,95290,153,95214,3519401,36.93,36.93
BGR,0,0,0,0,1,293.7,1974,1976,1,2,41,1,0.00169,0.00169,95137,161,95056,3424188,35.99,35.98
BGR,0,0,0,0,1,293.7,1974,1976,1,2,42,1,0.00175,0.00175,94976,166,94893,3329131,35.05,35.04
BGR,0,0,0,0,1,293.7,1974,1976,1,2,43,1,0.00182,0.00181,94810,172,94724,3234238,34.11,34.1
BGR,0,0,0,0,1,293.7,1974,1976,1,2,44,1,0.00188,0.00188,94638,178,94549,3139514,33.17,33.17
BGR,0,0,0,0,1,293.7,1974,1976,1,2,45,1,0.00237,0.00237,94460,224,94348,3044965,32.24,32.23
BGR,0,0,0,0,1,293.7,1974,1976,1,2,46,1,0.00241,0.00241,94236,227,94122,2950617,31.31,31.3
BGR,0,0,0,0,1,293.7,1974,1976,1,2,47,1,0.00297,0.00297,94009,279,93870,2856495,30.39,30.38
BGR,0,0,0,0,1,293.7,1974,1976,1,2,48,1,0.00343,0.00342,93730,321,93570,2762625,29.47,29.47
BGR,0,0,0,0,1,293.7,1974,1976,1,2,49,1,0.00357,0.00356,93409,333,93242,2669056,28.57,28.57
BGR,0,0,0,0,1,293.7,1974,1976,1,2,50,1,0.00394,0.00393,93076,366,92893,2575813,27.67,27.67
BGR,0,0,0,0,1,293.7,1974,1976,1,2,51,1,0.00418,0.00417,92710,387,92516,2482920,26.78,26.77
BGR,0,0,0,0,1,293.7,1974,1976,1,2,52,1,0.00465,0.00464,92323,428,92109,2390404,25.89,25.88
BGR,0,0,0,0,1,293.7,1974,1976,1,2,53,1,0.00507,0.00506,91895,465,91662,2298295,25.01,25
BGR,0,0,0,0,1,293.7,1974,1976,1,2,54,1,0.00577,0.00575,91430,526,91167,2206632,24.13,24.13
BGR,0,0,0,0,1,293.7,1974,1976,1,2,55,1,0.00641,0.00639,90904,581,90614,2115465,23.27,23.26
BGR,0,0,0,0,1,293.7,1974,1976,1,2,56,1,0.00651,0.00649,90323,586,90030,2024852,22.42,22.41
BGR,0,0,0,0,1,293.7,1974,1976,1,2,57,1,0.00712,0.0071,89737,637,89418,1934822,21.56,21.55
BGR,0,0,0,0,1,293.7,1974,1976,1,2,58,1,0.0086,0.00856,89100,763,88718,1845403,20.71,20.7
BGR,0,0,0,0,1,293.7,1974,1976,1,2,59,1,0.00942,0.00937,88337,828,87923,1756685,19.89,19.88
BGR,0,0,0,0,1,293.7,1974,1976,1,2,60,1,0.01041,0.01035,87509,906,87056,1668762,19.07,19.06
BGR,0,0,0,0,1,293.7,1974,1976,1,2,61,1,0.01128,0.01121,86603,971,86118,1581706,18.26,18.25
BGR,0,0,0,0,1,293.7,1974,1976,1,2,62,1,0.01241,0.01233,85632,1056,85104,1495588,17.47,17.46
BGR,0,0,0,0,1,293.7,1974,1976,1,2,63,1,0.01409,0.01399,84576,1183,83984,1410484,16.68,16.67
BGR,0,0,0,0,1,293.7,1974,1976,1,2,64,1,0.01571,0.01559,83393,1300,82743,1326500,15.91,15.9
BGR,0,0,0,0,1,293.7,1974,1976,1,2,65,1,0.01832,0.01815,82093,1490,81348,1243757,15.15,15.14
BGR,0,0,0,0,1,293.7,1974,1976,1,2,66,1,0.02081,0.02059,80603,1660,79773,1162409,14.42,14.41
BGR,0,0,0,0,1,293.7,1974,1976,1,2,67,1,0.0236,0.02332,78943,1841,78022,1082636,13.71,13.7
BGR,0,0,0,0,1,293.7,1974,1976,1,2,68,1,0.02675,0.02639,77102,2035,76084,1004613,13.03,13.02
BGR,0,0,0,0,1,293.7,1974,1976,1,2,69,1,0.0298,0.02936,75067,2204,73965,928529,12.37,12.36
BGR,0,0,0,0,1,293.7,1974,1976,1,2,70,1,0.03387,0.03331,72863,2427,71650,854564,11.73,11.72
BGR,0,0,0,0,1,293.7,1974,1976,1,2,71,1,0.03722,0.03654,70436,2574,69149,782914,11.12,11.1
BGR,0,0,0,0,1,293.7,1974,1976,1,2,72,1,0.0421,0.04123,67862,2798,66463,713765,10.52,10.51
BGR,0,0,0,0,1,293.7,1974,1976,1,2,73,1,0.04871,0.04755,65064,3094,63517,647302,9.95,9.94
BGR,0,0,0,0,1,293.7,1974,1976,1,2,74,1,0.05188,0.05057,61970,3134,60403,583785,9.42,9.41
BGR,0,0,0,0,1,293.7,1974,1976,1,2,75,1,0.05823,0.05658,58836,3329,57172,523382,8.9,8.88
BGR,0,0,0,0,1,293.7,1974,1976,1,2,76,1,0.07079,0.06837,55507,3795,53610,466211,8.4,8.38
BGR,0,0,0,0,1,293.7,1974,1976,1,2,77,1,0.07827,0.07532,51712,3895,49764,412601,7.98,7.96
BGR,0,0,0,0,1,293.7,1974,1976,1,2,78,1,0.08596,0.08242,47817,3941,45846,362837,7.59,7.57
BGR,0,0,0,0,1,293.7,1974,1976,1,2,79,1,0.0935,0.08932,43876,3919,41916,316990,7.22,7.21
BGR,0,0,0,0,1,293.7,1974,1976,1,2,80,1,0.10272,0.09771,39957,3904,38005,275074,6.88,6.86
BGR,0,0,0,0,1,293.7,1974,1976,1,2,81,1,0.10495,0.09971,36053,3595,34256,237069,6.58,6.55
BGR,0,0,0,0,1,293.7,1974,1976,1,2,82,1,0.11092,0.10509,32458,3411,30752,202813,6.25,6.22
BGR,0,0,0,0,1,293.7,1974,1976,1,2,83,1,0.12378,0.11657,29047,3386,27354,172061,5.92,5.9
BGR,0,0,0,0,1,293.7,1974,1976,1,2,84,1,0.12919,0.12135,25661,3114,24104,144707,5.64,5.61
BGR,0,0,0,0,1,293.7,1974,1976,1,2,85,1,0.14305,0.1335,22547,3010,21042,120603,5.35,5.31
BGR,0,0,0,0,1,293.7,1974,1976,1,2,86,1,0.15325,0.14235,19537,2781,18146,99561,5.1,5.05
BGR,0,0,0,0,1,293.7,1974,1976,1,2,87,1,0.16444,0.15195,16756,2546,15483,81414,4.86,4.81
BGR,0,0,0,0,1,293.7,1974,1976,1,2,88,1,0.17395,0.16003,14210,2274,13073,65931,4.64,4.58
BGR,0,0,0,0,1,293.7,1974,1976,1,2,89,1,0.18039,0.16547,11936,1975,10948,52858,4.43,4.36
BGR,0,0,0,0,1,293.7,1974,1976,1,2,90,1,0.18923,0.17287,9961,1722,9100,41910,4.21,4.13
BGR,0,0,0,0,1,293.7,1974,1976,1,2,91,1,0.19941,0.18133,8239,1494,7492,32810,3.98,3.88
BGR,0,0,0,0,1,293.7,1974,1976,1,2,92,1,0.22736,0.20415,6745,1377,6056,25318,3.75,3.63
BGR,0,0,0,0,1,293.7,1974,1976,1,2,93,1,0.23713,0.212,5368,1138,4799,19261,3.59,3.44
BGR,0,0,0,0,1,293.7,1974,1976,1,2,94,1,0.24136,0.21537,4230,911,3774,14462,3.42,3.23
BGR,0,0,0,0,1,293.7,1974,1976,1,2,95,1,0.25399,0.22537,3319,748,2945,10688,3.22,2.97
BGR,0,0,0,0,1,293.7,1974,1976,1,2,96,1,0.26271,0.23221,2571,597,2272,7743,3.01,2.69
BGR,0,0,0,0,1,293.7,1974,1976,1,2,97,1,0.27945,0.24519,1974,484,1732,5470,2.77,2.36
BGR,0,0,0,0,1,293.7,1974,1976,1,2,98,1,0.29143,0.25436,1490,379,1300,3738,2.51,1.96
BGR,0,0,0,0,1,293.7,1974,1976,1,2,99,1,0.30498,0.26463,1111,294,964,2438,2.19,1.46
BGR,0,0,0,0,1,293.7,1974,1976,1,2,100,99,0.55439,1,817,817,1474,1474,1.8,0.81
BGR,0,0,0,0,1,293.7,1974,1976,2,1,0,1,0.02743,0.02679,100000,2679,97670,6867876,68.68,68.68
BGR,0,0,0,0,1,293.7,1974,1976,2,1,1,4,0.00115,0.00458,97321,446,388192,6770206,69.57,69.56
BGR,0,0,0,0,1,293.7,1974,1976,2,1,5,5,0.00059,0.00292,96875,283,483626,6382014,65.88,65.88
BGR,0,0,0,0,1,293.7,1974,1976,2,1,10,5,0.00051,0.00254,96592,245,482388,5898389,61.06,61.06
BGR,0,0,0,0,1,293.7,1974,1976,2,1,15,5,0.00092,0.00458,96347,441,480740,5416000,56.21,56.21
BGR,0,0,0,0,1,293.7,1974,1976,2,1,20,5,0.00132,0.00657,95906,630,477976,4935261,51.46,51.46
BGR,0,0,0,0,1,293.7,1974,1976,2,1,25,5,0.00141,0.00702,95276,669,474728,4457285,46.78,46.78
BGR,0,0,0,0,1,293.7,1974,1976,2,1,30,5,0.00172,0.00855,94607,809,471056,3982556,42.1,42.09
BGR,0,0,0,0,1,293.7,1974,1976,2,1,35,5,0.0023,0.01143,93798,1072,466474,3511500,37.44,37.44
BGR,0,0,0,0,1,293.7,1974,1976,2,1,40,5,0.00342,0.01696,92726,1573,460034,3045026,32.84,32.84
BGR,0,0,0,0,1,293.7,1974,1976,2,1,45,5,0.00546,0.02695,91153,2457,450068,2584992,28.36,28.36
BGR,0,0,0,0,1,293.7,1974,1976,2,1,50,5,0.0085,0.04165,88696,3694,434843,2134924,24.07,24.07
BGR,0,0,0,0,1,293.7,1974,1976,2,1,55,5,0.01361,0.06596,85002,5607,412038,1700081,20,20
BGR,0,0,0,0,1,293.7,1974,1976,2,1,60,5,0.02159,0.10273,79395,8156,377700,1288042,16.22,16.22
BGR,0,0,0,0,1,293.7,1974,1976,2,1,65,5,0.0358,0.16494,71239,11750,328196,910342,12.78,12.78
BGR,0,0,0,0,1,293.7,1974,1976,2,1,70,5,0.06062,0.26423,59489,15719,259298,582146,9.79,9.78
BGR,0,0,0,0,1,293.7,1974,1976,2,1,75,5,0.09758,0.39182,43770,17150,175745,322848,7.38,7.37
BGR,0,0,0,0,1,293.7,1974,1976,2,1,80,5,0.15062,0.53828,26620,14329,95134,147103,5.53,5.52
BGR,0,0,0,0,1,293.7,1974,1976,2,1,85,5,0.2129,0.6722,12291,8262,38807,51969,4.23,4.22
BGR,0,0,0,0,1,293.7,1974,1976,2,1,90,5,0.2881,0.77166,4029,3109,10792,13162,3.27,3.24
BGR,0,0,0,0,1,293.7,1974,1976,2,1,95,5,0.36334,0.85326,920,785,2160,2371,2.58,2.48
BGR,0,0,0,0,1,293.7,1974,1976,2,1,100,99,0.64248,1,135,135,210,210,1.56,0.89
BGR,0,0,0,0,1,293.7,1974,1976,2,2,0,1,0.02136,0.02096,100000,2096,98141,7391976,73.92,73.91
BGR,0,0,0,0,1,293.7,1974,1976,2,2,1,4,0.00106,0.00422,97904,413,390592,7293835,74.5,74.49
BGR,0,0,0,0,1,293.7,1974,1976,2,2,5,5,0.00038,0.00192,97491,187,486940,6903243,70.81,70.8
BGR,0,0,0,0,1,293.7,1974,1976,2,2,10,5,0.00028,0.00142,97304,138,486190,6416303,65.94,65.93
BGR,0,0,0,0,1,293.7,1974,1976,2,2,15,5,0.00046,0.00232,97166,225,485310,5930113,61.03,61.02
BGR,0,0,0,0,1,293.7,1974,1976,2,2,20,5,0.00059,0.00293,96941,284,484007,5444803,56.17,56.16
BGR,0,0,0,0,1,293.7,1974,1976,2,2,25,5,0.00066,0.0033,96657,319,482500,4960796,51.32,51.32
BGR,0,0,0,0,1,293.7,1974,1976,2,2,30,5,0.00085,0.00424,96338,408,480746,4478296,46.49,46.48
BGR,0,0,0,0,1,293.7,1974,1976,2,2,35,5,0.00134,0.00667,95930,640,478149,3997550,41.67,41.66
BGR,0,0,0,0,1,293.7,1974,1976,2,2,40,5,0.00175,0.00871,95290,830,474436,3519401,36.93,36.93
BGR,0,0,0,0,1,293.7,1974,1976,2,2,45,5,0.00295,0.01465,94460,1384,469152,3044965,32.24,32.23
BGR,0,0,0,0,1,293.7,1974,1976,2,2,50,5,0.00472,0.02334,93076,2172,460348,2575813,27.67,27.67
BGR,0,0,0,0,1,293.7,1974,1976,2,2,55,5,0.0076,0.03735,90904,3395,446704,2115465,23.27,23.26
BGR,0,0,0,0,1,293.7,1974,1976,2,2,60,5,0.01274,0.06189,87509,5416,425005,1668762,19.07,19.06
BGR,0,0,0,0,1,293.7,1974,1976,2,2,65,5,0.02372,0.11243,82093,9230,389193,1243757,15.15,15.14
BGR,0,0,0,0,1,293.7,1974,1976,2,2,70,5,0.04235,0.19251,72863,14027,331182,854564,11.73,11.72
BGR,0,0,0,0,1,293.7,1974,1976,2,2,75,5,0.07603,0.32087,58836,18879,248308,523382,8.9,8.88
BGR,0,0,0,0,1,293.7,1974,1976,2,2,80,5,0.11271,0.43572,39957,17410,154471,275074,6.88,6.86
BGR,0,0,0,0,1,293.7,1974,1976,2,2,85,5,0.15994,0.55821,22547,12586,78693,120603,5.35,5.31
BGR,0,0,0,0,1,293.7,1974,1976,2,2,90,5,0.21273,0.6668,9961,6642,31222,41910,4.21,4.13
BGR,0,0,0,0,1,293.7,1974,1976,2,2,95,5,0.27154,0.75384,3319,2502,9214,10688,3.22,2.97
BGR,0,0,0,0,1,293.7,1974,1976,2,2,100,99,0.55439,1,817,817,1474,1474,1.8,0.81
BGR,0,0,0,0,1,293.8,1978,1980,1,1,0,1,0.02496,0.02443,100000,2443,97858,6834668,68.35,68.35
BGR,0,0,0,0,1,293.8,1978,1980,1,1,1,1,0.0021,0.0021,97557,205,97454,6736810,69.06,69.05
BGR,0,0,0,0,1,293.8,1978,1980,1,1,2,1,0.00109,0.00109,97352,106,97299,6639355,68.2,68.2
BGR,0,0,0,0,1,293.8,1978,1980,1,1,3,1,0.00083,0.00083,97246,81,97206,6542056,67.27,67.27
BGR,0,0,0,0,1,293.8,1978,1980,1,1,4,1,0.00071,0.00071,97165,69,97130,6444851,66.33,66.33
BGR,0,0,0,0,1,293.8,1978,1980,1,1,5,1,0.00055,0.00055,97096,53,97070,6347720,65.38,65.37
BGR,0,0,0,0,1,293.8,1978,1980,1,1,6,1,0.00049,0.00049,97043,48,97019,6250651,64.41,64.41
BGR,0,0,0,0,1,293.8,1978,1980,1,1,7,1,0.00048,0.00048,96995,47,96972,6153632,63.44,63.44
BGR,0,0,0,0,1,293.8,1978,1980,1,1,8,1,0.00047,0.00047,96948,46,96925,6056660,62.47,62.47
BGR,0,0,0,0,1,293.8,1978,1980,1,1,9,1,0.00046,0.00046,96902,45,96880,5959735,61.5,61.5
BGR,0,0,0,0,1,293.8,1978,1980,1,1,10,1,0.00044,0.00044,96857,43,96836,5862856,60.53,60.53
BGR,0,0,0,0,1,293.8,1978,1980,1,1,11,1,0.00042,0.00042,96814,41,96794,5766020,59.56,59.56
BGR,0,0,0,0,1,293.8,1978,1980,1,1,12,1,0.00037,0.00037,96773,36,96755,5669227,58.58,58.58
BGR,0,0,0,0,1,293.8,1978,1980,1,1,13,1,0.00056,0.00056,96737,54,96710,5572472,57.6,57.6
BGR,0,0,0,0,1,293.8,1978,1980,1,1,14,1,7e-04,7e-04,96683,68,96649,5475762,56.64,56.63
BGR,0,0,0,0,1,293.8,1978,1980,1,1,15,1,0.00071,0.00071,96615,69,96580,5379113,55.68,55.67
BGR,0,0,0,0,1,293.8,1978,1980,1,1,16,1,0.00087,0.00087,96546,84,96504,5282532,54.72,54.71
BGR,0,0,0,0,1,293.8,1978,1980,1,1,17,1,0.00089,0.00089,96462,86,96419,5186028,53.76,53.76
BGR,0,0,0,0,1,293.8,1978,1980,1,1,18,1,0.00101,0.00101,96376,97,96328,5089609,52.81,52.81
BGR,0,0,0,0,1,293.8,1978,1980,1,1,19,1,0.00104,0.00104,96279,100,96229,4993282,51.86,51.86
BGR,0,0,0,0,1,293.8,1978,1980,1,1,20,1,0.00107,0.00107,96179,103,96128,4897053,50.92,50.91
BGR,0,0,0,0,1,293.8,1978,1980,1,1,21,1,0.0011,0.0011,96076,106,96023,4800925,49.97,49.97
BGR,0,0,0,0,1,293.8,1978,1980,1,1,22,1,0.00114,0.00114,95970,109,95916,4704902,49.02,49.02
BGR,0,0,0,0,1,293.8,1978,1980,1,1,23,1,0.00115,0.00115,95861,110,95806,4608987,48.08,48.08
BGR,0,0,0,0,1,293.8,1978,1980,1,1,24,1,0.00117,0.00117,95751,112,95695,4513181,47.13,47.13
BGR,0,0,0,0,1,293.8,1978,1980,1,1,25,1,0.00132,0.00132,95639,126,95576,4417486,46.19,46.19
BGR,0,0,0,0,1,293.8,1978,1980,1,1,26,1,0.00134,0.00134,95513,128,95449,4321910,45.25,45.25
BGR,0,0,0,0,1,293.8,1978,1980,1,1,27,1,0.00138,0.00138,95385,132,95319,4226461,44.31,44.31
BGR,0,0,0,0,1,293.8,1978,1980,1,1,28,1,0.00153,0.00153,95253,146,95180,4131142,43.37,43.37
BGR,0,0,0,0,1,293.8,1978,1980,1,1,29,1,0.00163,0.00163,95107,155,95030,4035962,42.44,42.43
BGR,0,0,0,0,1,293.8,1978,1980,1,1,30,1,0.00168,0.00167,94952,159,94872,3940932,41.5,41.5
BGR,0,0,0,0,1,293.8,1978,1980,1,1,31,1,0.00171,0.00171,94793,162,94712,3846060,40.57,40.57
BGR,0,0,0,0,1,293.8,1978,1980,1,1,32,1,0.00188,0.00188,94631,178,94542,3751348,39.64,39.64
BGR,0,0,0,0,1,293.8,1978,1980,1,1,33,1,0.0019,0.0019,94453,179,94364,3656806,38.72,38.71
BGR,0,0,0,0,1,293.8,1978,1980,1,1,34,1,0.0019,0.0019,94274,179,94184,3562442,37.79,37.79
BGR,0,0,0,0,1,293.8,1978,1980,1,1,35,1,0.00194,0.00193,94095,182,94004,3468258,36.86,36.86
BGR,0,0,0,0,1,293.8,1978,1980,1,1,36,1,0.00245,0.00245,93913,230,93798,3374254,35.93,35.93
BGR,0,0,0,0,1,293.8,1978,1980,1,1,37,1,0.00246,0.00246,93683,230,93568,3280456,35.02,35.02
BGR,0,0,0,0,1,293.8,1978,1980,1,1,38,1,0.00261,0.00261,93453,244,93331,3186888,34.1,34.1
BGR,0,0,0,0,1,293.8,1978,1980,1,1,39,1,0.00305,0.00305,93209,284,93067,3093557,33.19,33.19
BGR,0,0,0,0,1,293.8,1978,1980,1,1,40,1,0.00332,0.00331,92925,308,92771,3000490,32.29,32.29
BGR,0,0,0,0,1,293.8,1978,1980,1,1,41,1,0.00359,0.00358,92617,332,92451,2907719,31.4,31.39
BGR,0,0,0,0,1,293.8,1978,1980,1,1,42,1,0.00391,0.0039,92285,360,92105,2815268,30.51,30.5
BGR,0,0,0,0,1,293.8,1978,1980,1,1,43,1,0.00419,0.00418,91925,384,91733,2723163,29.62,29.62
BGR,0,0,0,0,1,293.8,1978,1980,1,1,44,1,0.00458,0.00457,91541,418,91332,2631430,28.75,28.74
BGR,0,0,0,0,1,293.8,1978,1980,1,1,45,1,0.00476,0.00475,91123,433,90906,2540098,27.88,27.87
BGR,0,0,0,0,1,293.8,1978,1980,1,1,46,1,0.00526,0.00525,90690,476,90452,2449191,27.01,27
BGR,0,0,0,0,1,293.8,1978,1980,1,1,47,1,0.00538,0.00537,90214,484,89972,2358739,26.15,26.14
BGR,0,0,0,0,1,293.8,1978,1980,1,1,48,1,0.00661,0.00659,89730,591,89434,2268767,25.28,25.28
