Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
BGR,0,0,0,0,1,293.2,1900,1905,1,1,0,1,0.17666,0.15846,100000,15846,89700,4154872,41.55,42.07
BGR,0,0,0,0,1,293.2,1900,1905,1,1,1,1,0.07313,0.07055,84154,5937,81186,4065172,48.31,48.81
BGR,0,0,0,0,1,293.2,1900,1905,1,1,2,1,0.04069,0.03988,78217,3119,76658,3983986,50.94,51.44
BGR,0,0,0,0,1,293.2,1900,1905,1,1,3,1,0.02636,0.02602,75098,1954,74121,3907329,52.03,52.53
BGR,0,0,0,0,1,293.2,1900,1905,1,1,4,1,0.01848,0.01831,73144,1339,72474,3833208,52.41,52.91
BGR,0,0,0,0,1,293.2,1900,1905,1,1,5,1,0.01452,0.01441,71805,1035,71288,3760733,52.37,52.88
BGR,0,0,0,0,1,293.2,1900,1905,1,1,6,1,0.01128,0.01122,70770,794,70373,3689446,52.13,52.64
BGR,0,0,0,0,1,293.2,1900,1905,1,1,7,1,0.00922,0.00917,69976,642,69655,3619073,51.72,52.22
BGR,0,0,0,0,1,293.2,1900,1905,1,1,8,1,0.00775,0.00772,69334,535,69066,3549418,51.19,51.7
BGR,0,0,0,0,1,293.2,1900,1905,1,1,9,1,0.00684,0.00682,68799,469,68564,3480351,50.59,51.09
BGR,0,0,0,0,1,293.2,1900,1905,1,1,10,1,0.00617,0.00615,68330,420,68120,3411787,49.93,50.43
BGR,0,0,0,0,1,293.2,1900,1905,1,1,11,1,0.00548,0.00546,67910,371,67724,3343667,49.24,49.74
BGR,0,0,0,0,1,293.2,1900,1905,1,1,12,1,0.00521,0.0052,67539,351,67364,3275942,48.5,49.01
BGR,0,0,0,0,1,293.2,1900,1905,1,1,13,1,0.0051,0.00509,67188,342,67017,3208579,47.76,48.26
BGR,0,0,0,0,1,293.2,1900,1905,1,1,14,1,0.00516,0.00515,66846,344,66674,3141562,47,47.5
BGR,0,0,0,0,1,293.2,1900,1905,1,1,15,1,0.00529,0.00528,66502,351,66326,3074888,46.24,46.74
BGR,0,0,0,0,1,293.2,1900,1905,1,1,16,1,0.00567,0.00565,66151,374,65964,3008561,45.48,45.98
BGR,0,0,0,0,1,293.2,1900,1905,1,1,17,1,0.00622,0.0062,65777,408,65573,2942597,44.74,45.24
BGR,0,0,0,0,1,293.2,1900,1905,1,1,18,1,0.00683,0.00681,65369,445,65146,2877024,44.01,44.51
BGR,0,0,0,0,1,293.2,1900,1905,1,1,19,1,0.00748,0.00745,64924,484,64682,2811878,43.31,43.81
BGR,0,0,0,0,1,293.2,1900,1905,1,1,20,1,0.00816,0.00813,64440,524,64178,2747196,42.63,43.13
BGR,0,0,0,0,1,293.2,1900,1905,1,1,21,1,0.00878,0.00875,63916,559,63636,2683018,41.98,42.48
BGR,0,0,0,0,1,293.2,1900,1905,1,1,22,1,0.00931,0.00926,63357,587,63064,2619381,41.34,41.85
BGR,0,0,0,0,1,293.2,1900,1905,1,1,23,1,0.00959,0.00954,62770,599,62470,2556318,40.73,41.23
BGR,0,0,0,0,1,293.2,1900,1905,1,1,24,1,0.00989,0.00984,62171,612,61865,2493847,40.11,40.62
BGR,0,0,0,0,1,293.2,1900,1905,1,1,25,1,0.01001,0.00996,61559,613,61252,2431982,39.51,40.01
BGR,0,0,0,0,1,293.2,1900,1905,1,1,26,1,0.00996,0.00991,60946,604,60644,2370730,38.9,39.4
BGR,0,0,0,0,1,293.2,1900,1905,1,1,27,1,0.00896,0.00892,60342,538,60073,2310086,38.28,38.79
BGR,0,0,0,0,1,293.2,1900,1905,1,1,28,1,0.00843,0.00839,59804,502,59553,2250013,37.62,38.13
BGR,0,0,0,0,1,293.2,1900,1905,1,1,29,1,0.0083,0.00826,59302,490,59057,2190460,36.94,37.44
BGR,0,0,0,0,1,293.2,1900,1905,1,1,30,1,0.00826,0.00823,58812,484,58570,2131403,36.24,36.74
BGR,0,0,0,0,1,293.2,1900,1905,1,1,31,1,0.00838,0.00835,58328,487,58084,2072833,35.54,36.04
BGR,0,0,0,0,1,293.2,1900,1905,1,1,32,1,0.00852,0.00849,57841,491,57596,2014748,34.83,35.34
BGR,0,0,0,0,1,293.2,1900,1905,1,1,33,1,0.00855,0.00851,57350,488,57106,1957153,34.13,34.63
BGR,0,0,0,0,1,293.2,1900,1905,1,1,34,1,0.00876,0.00872,56862,496,56614,1900047,33.42,33.92
BGR,0,0,0,0,1,293.2,1900,1905,1,1,35,1,0.00887,0.00884,56366,498,56117,1843433,32.7,33.21
BGR,0,0,0,0,1,293.2,1900,1905,1,1,36,1,0.00917,0.00913,55868,510,55613,1787316,31.99,32.49
BGR,0,0,0,0,1,293.2,1900,1905,1,1,37,1,0.00947,0.00943,55358,522,55097,1731703,31.28,31.79
BGR,0,0,0,0,1,293.2,1900,1905,1,1,38,1,0.00986,0.00981,54836,538,54567,1676606,30.57,31.08
BGR,0,0,0,0,1,293.2,1900,1905,1,1,39,1,0.01055,0.0105,54298,570,54013,1622039,29.87,30.38
BGR,0,0,0,0,1,293.2,1900,1905,1,1,40,1,0.01146,0.01139,53728,612,53422,1568026,29.18,29.69
BGR,0,0,0,0,1,293.2,1900,1905,1,1,41,1,0.01216,0.01209,53116,642,52795,1514604,28.52,29.02
BGR,0,0,0,0,1,293.2,1900,1905,1,1,42,1,0.01273,0.01265,52474,664,52142,1461809,27.86,28.36
BGR,0,0,0,0,1,293.2,1900,1905,1,1,43,1,0.01341,0.01332,51810,690,51465,1409667,27.21,27.71
BGR,0,0,0,0,1,293.2,1900,1905,1,1,44,1,0.01391,0.01381,51120,706,50767,1358202,26.57,27.07
BGR,0,0,0,0,1,293.2,1900,1905,1,1,45,1,0.0143,0.0142,50414,716,50056,1307435,25.93,26.44
BGR,0,0,0,0,1,293.2,1900,1905,1,1,46,1,0.01472,0.01461,49698,726,49335,1257379,25.3,25.8
BGR,0,0,0,0,1,293.2,1900,1905,1,1,47,1,0.01545,0.01534,48972,751,48596,1208044,24.67,25.17
BGR,0,0,0,0,1,293.2,1900,1905,1,1,48,1,0.01582,0.0157,48221,757,47842,1159447,24.04,24.55
BGR,0,0,0,0,1,293.2,1900,1905,1,1,49,1,0.01621,0.01608,47464,763,47082,1111605,23.42,23.92
BGR,0,0,0,0,1,293.2,1900,1905,1,1,50,1,0.01667,0.01653,46701,772,46315,1064522,22.79,23.3
BGR,0,0,0,0,1,293.2,1900,1905,1,1,51,1,0.01724,0.01709,45929,785,45536,1018207,22.17,22.67
BGR,0,0,0,0,1,293.2,1900,1905,1,1,52,1,0.01788,0.01772,45144,800,44744,972671,21.55,22.05
BGR,0,0,0,0,1,293.2,1900,1905,1,1,53,1,0.01876,0.01858,44344,824,43932,927927,20.93,21.43
BGR,0,0,0,0,1,293.2,1900,1905,1,1,54,1,0.02001,0.01981,43520,862,43089,883995,20.31,20.82
BGR,0,0,0,0,1,293.2,1900,1905,1,1,55,1,0.02106,0.02084,42658,889,42214,840906,19.71,20.22
BGR,0,0,0,0,1,293.2,1900,1905,1,1,56,1,0.02274,0.02248,41769,939,41300,798692,19.12,19.63
BGR,0,0,0,0,1,293.2,1900,1905,1,1,57,1,0.02432,0.02403,40830,981,40340,757393,18.55,19.05
BGR,0,0,0,0,1,293.2,1900,1905,1,1,58,1,0.0257,0.02537,39849,1011,39344,717053,17.99,18.5
BGR,0,0,0,0,1,293.2,1900,1905,1,1,59,1,0.02714,0.02678,38838,1040,38318,677710,17.45,17.95
BGR,0,0,0,0,1,293.2,1900,1905,1,1,60,1,0.02812,0.02773,37798,1048,37274,639392,16.92,17.42
BGR,0,0,0,0,1,293.2,1900,1905,1,1,61,1,0.0289,0.02849,36750,1047,36226,602118,16.38,16.89
BGR,0,0,0,0,1,293.2,1900,1905,1,1,62,1,0.02953,0.0291,35703,1039,35184,565891,15.85,16.36
BGR,0,0,0,0,1,293.2,1900,1905,1,1,63,1,0.02984,0.0294,34664,1019,34154,530708,15.31,15.82
BGR,0,0,0,0,1,293.2,1900,1905,1,1,64,1,0.03038,0.02993,33645,1007,33142,496553,14.76,15.26
BGR,0,0,0,0,1,293.2,1900,1905,1,1,65,1,0.03093,0.03046,32638,994,32141,463412,14.2,14.7
BGR,0,0,0,0,1,293.2,1900,1905,1,1,66,1,0.031,0.03053,31644,966,31161,431271,13.63,14.13
BGR,0,0,0,0,1,293.2,1900,1905,1,1,67,1,0.03209,0.03159,30678,969,30194,400110,13.04,13.55
BGR,0,0,0,0,1,293.2,1900,1905,1,1,68,1,0.03863,0.0379,29709,1126,29146,369916,12.45,12.96
BGR,0,0,0,0,1,293.2,1900,1905,1,1,69,1,0.04398,0.04303,28583,1230,27968,340770,11.92,12.43
BGR,0,0,0,0,1,293.2,1900,1905,1,1,70,1,0.05083,0.04957,27353,1356,26675,312802,11.44,11.94
BGR,0,0,0,0,1,293.2,1900,1905,1,1,71,1,0.05819,0.05654,25997,1470,25262,286127,11.01,11.51
BGR,0,0,0,0,1,293.2,1900,1905,1,1,72,1,0.06682,0.06466,24527,1586,23734,260865,10.64,11.14
BGR,0,0,0,0,1,293.2,1900,1905,1,1,73,1,0.07428,0.07162,22941,1643,22120,237131,10.34,10.84
BGR,0,0,0,0,1,293.2,1900,1905,1,1,74,1,0.07902,0.07602,21298,1619,20488,215012,10.1,10.6
BGR,0,0,0,0,1,293.2,1900,1905,1,1,75,1,0.08558,0.08207,19679,1615,18872,194523,9.88,10.39
BGR,0,0,0,0,1,293.2,1900,1905,1,1,76,1,0.08814,0.08442,18064,1525,17302,175652,9.72,10.23
BGR,0,0,0,0,1,293.2,1900,1905,1,1,77,1,0.08879,0.08501,16539,1406,15836,158350,9.57,10.09
BGR,0,0,0,0,1,293.2,1900,1905,1,1,78,1,0.08781,0.08412,15133,1273,14496,142514,9.42,9.93
BGR,0,0,0,0,1,293.2,1900,1905,1,1,79,1,0.08609,0.08254,13860,1144,13288,128018,9.24,9.75
BGR,0,0,0,0,1,293.2,1900,1905,1,1,80,1,0.08391,0.08053,12716,1024,12204,114730,9.02,9.54
BGR,0,0,0,0,1,293.2,1900,1905,1,1,81,1,0.09995,0.09519,11692,1113,11136,102526,8.77,9.28
BGR,0,0,0,0,1,293.2,1900,1905,1,1,82,1,0.06702,0.06485,10579,686,10236,91390,8.64,9.16
BGR,0,0,0,0,1,293.2,1900,1905,1,1,83,1,0.08296,0.07965,9893,788,9499,81154,8.2,8.7
BGR,0,0,0,0,1,293.2,1900,1905,1,1,84,1,0.08186,0.07864,9105,716,8747,71655,7.87,8.37
BGR,0,0,0,0,1,293.2,1900,1905,1,1,85,1,0.08643,0.08285,8389,695,8042,62908,7.5,8
BGR,0,0,0,0,1,293.2,1900,1905,1,1,86,1,0.08467,0.08123,7694,625,7382,54867,7.13,7.63
BGR,0,0,0,0,1,293.2,1900,1905,1,1,87,1,0.09607,0.09167,7069,648,6745,47485,6.72,7.22
BGR,0,0,0,0,1,293.2,1900,1905,1,1,88,1,0.10992,0.10419,6421,669,6086,40740,6.34,6.84
BGR,0,0,0,0,1,293.2,1900,1905,1,1,89,1,0.12153,0.11457,5752,659,5422,34654,6.02,6.52
BGR,0,0,0,0,1,293.2,1900,1905,1,1,90,1,0.13992,0.13077,5093,666,4760,29231,5.74,6.24
BGR,0,0,0,0,1,293.2,1900,1905,1,1,91,1,0.1402,0.13101,4427,580,4137,24471,5.53,6.03
BGR,0,0,0,0,1,293.2,1900,1905,1,1,92,1,0.14228,0.13283,3847,511,3592,20334,5.29,5.79
BGR,0,0,0,0,1,293.2,1900,1905,1,1,93,1,0.17684,0.16247,3336,542,3065,16743,5.02,5.52
BGR,0,0,0,0,1,293.2,1900,1905,1,1,94,1,0.16421,0.15175,2794,424,2582,13678,4.9,5.4
BGR,0,0,0,0,1,293.2,1900,1905,1,1,95,1,0.18182,0.16667,2370,395,2172,11096,4.68,5.18
BGR,0,0,0,0,1,293.2,1900,1905,1,1,96,1,0.17991,0.16506,1975,326,1812,8923,4.52,5.02
BGR,0,0,0,0,1,293.2,1900,1905,1,1,97,1,0.15485,0.14372,1649,237,1530,7111,4.31,4.81
BGR,0,0,0,0,1,293.2,1900,1905,1,1,98,1,0.20023,0.18201,1412,257,1284,5581,3.95,4.45
BGR,0,0,0,0,1,293.2,1900,1905,1,1,99,1,0.20947,0.18961,1155,219,1046,4297,3.72,4.22
BGR,0,0,0,0,1,293.2,1900,1905,1,1,100,1,0.22857,0.20513,936,192,840,3252,3.47,3.97
BGR,0,0,0,0,1,293.2,1900,1905,1,1,101,1,0.28571,0.25,744,186,651,2412,3.24,3.74
BGR,0,0,0,0,1,293.2,1900,1905,1,1,102,1,0.27523,0.24194,558,135,490,1761,3.16,3.66
BGR,0,0,0,0,1,293.2,1900,1905,1,1,103,1,0.29268,0.25532,423,108,369,1270,3,3.5
BGR,0,0,0,0,1,293.2,1900,1905,1,1,104,1,0.31193,0.26984,315,85,272,901,2.86,3.36
BGR,0,0,0,0,1,293.2,1900,1905,1,1,105,1,0.31156,0.26957,230,62,199,629,2.73,3.23
BGR,0,0,0,0,1,293.2,1900,1905,1,1,106,1,0.34146,0.29167,168,49,144,430,2.56,3.06
BGR,0,0,0,0,1,293.2,1900,1905,1,1,107,1,0.33333,0.28571,119,34,102,286,2.41,2.91
BGR,0,0,0,0,1,293.2,1900,1905,1,1,108,1,0.32877,0.28235,85,24,73,184,2.17,2.67
BGR,0,0,0,0,1,293.2,1900,1905,1,1,109,1,0.44,0.36066,61,22,50,111,1.83,2.33
BGR,0,0,0,0,1,293.2,1900,1905,1,1,110,1,0.47619,0.38462,39,15,32,61,1.58,2.08
BGR,0,0,0,0,1,293.2,1900,1905,1,1,111,1,0.66667,0.5,24,12,18,30,1.25,1.75
BGR,0,0,0,0,1,293.2,1900,1905,1,1,112,1,0.82353,0.58333,12,7,8,12,1,1.5
BGR,0,0,0,0,1,293.2,1900,1905,1,1,113,1,1.33333,0.8,5,4,3,3,0.7,1.2
BGR,0,0,0,0,1,293.2,1900,1905,1,1,114,99,2.02021,1,1,1,0,0,0.49,1
BGR,0,0,0,0,1,293.2,1900,1905,1,2,0,1,0.15132,0.13777,100000,13777,91045,4167966,41.68,42.2
BGR,0,0,0,0,1,293.2,1900,1905,1,2,1,1,0.06991,0.06755,86223,5824,83311,4076921,47.28,47.78
BGR,0,0,0,0,1,293.2,1900,1905,1,2,2,1,0.04108,0.04025,80399,3236,78781,3993610,49.67,50.17
BGR,0,0,0,0,1,293.2,1900,1905,1,2,3,1,0.02661,0.02626,77163,2026,76150,3914829,50.73,51.23
BGR,0,0,0,0,1,293.2,1900,1905,1,2,4,1,0.01908,0.0189,75137,1420,74427,3838679,51.09,51.59
BGR,0,0,0,0,1,293.2,1900,1905,1,2,5,1,0.01408,0.01399,73717,1031,73202,3764252,51.06,51.56
BGR,0,0,0,0,1,293.2,1900,1905,1,2,6,1,0.01105,0.01099,72686,799,72286,3691050,50.78,51.28
BGR,0,0,0,0,1,293.2,1900,1905,1,2,7,1,0.00886,0.00882,71887,634,71570,3618764,50.34,50.84
BGR,0,0,0,0,1,293.2,1900,1905,1,2,8,1,0.00785,0.00782,71253,557,70974,3547194,49.78,50.28
BGR,0,0,0,0,1,293.2,1900,1905,1,2,9,1,0.00603,0.00601,70696,425,70484,3476219,49.17,49.67
BGR,0,0,0,0,1,293.2,1900,1905,1,2,10,1,0.00599,0.00598,70271,420,70061,3405736,48.47,48.96
BGR,0,0,0,0,1,293.2,1900,1905,1,2,11,1,0.00596,0.00594,69851,415,69644,3335675,47.75,48.25
BGR,0,0,0,0,1,293.2,1900,1905,1,2,12,1,0.00594,0.00592,69436,411,69230,3266031,47.04,47.53
BGR,0,0,0,0,1,293.2,1900,1905,1,2,13,1,0.0061,0.00608,69025,420,68815,3196801,46.31,46.81
BGR,0,0,0,0,1,293.2,1900,1905,1,2,14,1,0.00657,0.00654,68605,449,68380,3127986,45.59,46.09
BGR,0,0,0,0,1,293.2,1900,1905,1,2,15,1,0.00738,0.00735,68156,501,67906,3059605,44.89,45.39
BGR,0,0,0,0,1,293.2,1900,1905,1,2,16,1,0.00778,0.00775,67655,524,67393,2991700,44.22,44.72
BGR,0,0,0,0,1,293.2,1900,1905,1,2,17,1,0.00824,0.00821,67131,551,66856,2924307,43.56,44.06
BGR,0,0,0,0,1,293.2,1900,1905,1,2,18,1,0.00876,0.00873,66580,581,66290,2857451,42.92,43.41
BGR,0,0,0,0,1,293.2,1900,1905,1,2,19,1,0.00924,0.0092,65999,607,65696,2791162,42.29,42.79
BGR,0,0,0,0,1,293.2,1900,1905,1,2,20,1,0.00967,0.00962,65392,629,65078,2725466,41.68,42.18
BGR,0,0,0,0,1,293.2,1900,1905,1,2,21,1,0.01006,0.01001,64763,648,64439,2660389,41.08,41.58
BGR,0,0,0,0,1,293.2,1900,1905,1,2,22,1,0.0103,0.01025,64115,657,63786,2595950,40.49,40.99
BGR,0,0,0,0,1,293.2,1900,1905,1,2,23,1,0.01061,0.01056,63458,670,63123,2532163,39.9,40.4
BGR,0,0,0,0,1,293.2,1900,1905,1,2,24,1,0.01095,0.01089,62788,684,62446,2469040,39.32,39.82
BGR,0,0,0,0,1,293.2,1900,1905,1,2,25,1,0.01116,0.01109,62104,689,61760,2406594,38.75,39.25
BGR,0,0,0,0,1,293.2,1900,1905,1,2,26,1,0.01133,0.01127,61415,692,61069,2344835,38.18,38.68
BGR,0,0,0,0,1,293.2,1900,1905,1,2,27,1,0.01159,0.01153,60723,700,60373,2283766,37.61,38.11
BGR,0,0,0,0,1,293.2,1900,1905,1,2,28,1,0.01166,0.0116,60023,696,59675,2223393,37.04,37.54
BGR,0,0,0,0,1,293.2,1900,1905,1,2,29,1,0.01183,0.01177,59327,698,58978,2163718,36.47,36.97
BGR,0,0,0,0,1,293.2,1900,1905,1,2,30,1,0.01191,0.01184,58629,694,58282,2104740,35.9,36.4
BGR,0,0,0,0,1,293.2,1900,1905,1,2,31,1,0.0117,0.01163,57935,674,57598,2046458,35.32,35.82
BGR,0,0,0,0,1,293.2,1900,1905,1,2,32,1,0.00995,0.0099,57261,567,56978,1988860,34.73,35.23
BGR,0,0,0,0,1,293.2,1900,1905,1,2,33,1,0.01357,0.01348,56694,764,56312,1931882,34.08,34.57
BGR,0,0,0,0,1,293.2,1900,1905,1,2,34,1,0.01198,0.01191,55930,666,55597,1875570,33.53,34.03
BGR,0,0,0,0,1,293.2,1900,1905,1,2,35,1,0.01229,0.01221,55264,675,54926,1819973,32.93,33.43
BGR,0,0,0,0,1,293.2,1900,1905,1,2,36,1,0.0122,0.01213,54589,662,54258,1765047,32.33,32.83
BGR,0,0,0,0,1,293.2,1900,1905,1,2,37,1,0.01209,0.01202,53927,648,53603,1710789,31.72,32.22
BGR,0,0,0,0,1,293.2,1900,1905,1,2,38,1,0.01199,0.01192,53279,635,52962,1657186,31.1,31.6
BGR,0,0,0,0,1,293.2,1900,1905,1,2,39,1,0.01221,0.01214,52644,639,52324,1604224,30.47,30.97
BGR,0,0,0,0,1,293.2,1900,1905,1,2,40,1,0.0125,0.01242,52005,646,51682,1551900,29.84,30.34
BGR,0,0,0,0,1,293.2,1900,1905,1,2,41,1,0.01258,0.0125,51359,642,51038,1500218,29.21,29.71
BGR,0,0,0,0,1,293.2,1900,1905,1,2,42,1,0.0127,0.01262,50717,640,50397,1449180,28.57,29.07
BGR,0,0,0,0,1,293.2,1900,1905,1,2,43,1,0.01278,0.0127,50077,636,49759,1398783,27.93,28.43
BGR,0,0,0,0,1,293.2,1900,1905,1,2,44,1,0.01278,0.0127,49441,628,49127,1349024,27.29,27.78
BGR,0,0,0,0,1,293.2,1900,1905,1,2,45,1,0.01284,0.01276,48813,623,48502,1299897,26.63,27.13
BGR,0,0,0,0,1,293.2,1900,1905,1,2,46,1,0.0128,0.01272,48190,613,47884,1251395,25.97,26.47
BGR,0,0,0,0,1,293.2,1900,1905,1,2,47,1,0.01288,0.0128,47577,609,47272,1203512,25.3,25.79
BGR,0,0,0,0,1,293.2,1900,1905,1,2,48,1,0.01294,0.01286,46968,604,46666,1156239,24.62,25.12
BGR,0,0,0,0,1,293.2,1900,1905,1,2,49,1,0.0134,0.01331,46364,617,46056,1109573,23.93,24.43
BGR,0,0,0,0,1,293.2,1900,1905,1,2,50,1,0.01376,0.01366,45747,625,45434,1063518,23.25,23.75
BGR,0,0,0,0,1,293.2,1900,1905,1,2,51,1,0.0144,0.01429,45122,645,44800,1018083,22.56,23.06
BGR,0,0,0,0,1,293.2,1900,1905,1,2,52,1,0.015,0.01488,44477,662,44146,973284,21.88,22.38
BGR,0,0,0,0,1,293.2,1900,1905,1,2,53,1,0.01597,0.01584,43815,694,43468,929138,21.21,21.7
BGR,0,0,0,0,1,293.2,1900,1905,1,2,54,1,0.01719,0.01705,43121,735,42754,885670,20.54,21.04
BGR,0,0,0,0,1,293.2,1900,1905,1,2,55,1,0.01901,0.01883,42386,798,41987,842916,19.89,20.38
BGR,0,0,0,0,1,293.2,1900,1905,1,2,56,1,0.02109,0.02087,41588,868,41154,800929,19.26,19.76
BGR,0,0,0,0,1,293.2,1900,1905,1,2,57,1,0.02323,0.02296,40720,935,40252,759775,18.66,19.16
BGR,0,0,0,0,1,293.2,1900,1905,1,2,58,1,0.02478,0.02448,39785,974,39298,719523,18.09,18.58
BGR,0,0,0,0,1,293.2,1900,1905,1,2,59,1,0.02602,0.02569,38811,997,38312,680225,17.53,18.02
BGR,0,0,0,0,1,293.2,1900,1905,1,2,60,1,0.02726,0.02689,37814,1017,37306,641912,16.98,17.47
BGR,0,0,0,0,1,293.2,1900,1905,1,2,61,1,0.02842,0.02802,36797,1031,36282,604607,16.43,16.93
BGR,0,0,0,0,1,293.2,1900,1905,1,2,62,1,0.02971,0.02927,35766,1047,35242,568325,15.89,16.39
BGR,0,0,0,0,1,293.2,1900,1905,1,2,63,1,0.03074,0.03027,34719,1051,34194,533083,15.35,15.85
BGR,0,0,0,0,1,293.2,1900,1905,1,2,64,1,0.03141,0.03092,33668,1041,33148,498889,14.82,15.31
BGR,0,0,0,0,1,293.2,1900,1905,1,2,65,1,0.0323,0.03178,32627,1037,32108,465742,14.27,14.77
BGR,0,0,0,0,1,293.2,1900,1905,1,2,66,1,0.03272,0.03219,31590,1017,31082,433633,13.73,14.22
BGR,0,0,0,0,1,293.2,1900,1905,1,2,67,1,0.03224,0.03173,30573,970,30088,402552,13.17,13.66
BGR,0,0,0,0,1,293.2,1900,1905,1,2,68,1,0.04518,0.04418,29603,1308,28949,372464,12.58,13.08
BGR,0,0,0,0,1,293.2,1900,1905,1,2,69,1,0.04791,0.04679,28295,1324,27633,343515,12.14,12.64
BGR,0,0,0,0,1,293.2,1900,1905,1,2,70,1,0.05407,0.05265,26971,1420,26261,315882,11.71,12.21
BGR,0,0,0,0,1,293.2,1900,1905,1,2,71,1,0.05932,0.05761,25551,1472,24815,289621,11.34,11.83
BGR,0,0,0,0,1,293.2,1900,1905,1,2,72,1,0.06178,0.05993,24079,1443,23358,264806,11,11.5
BGR,0,0,0,0,1,293.2,1900,1905,1,2,73,1,0.06528,0.06322,22636,1431,21920,241448,10.67,11.17
BGR,0,0,0,0,1,293.2,1900,1905,1,2,74,1,0.06616,0.06404,21205,1358,20526,219528,10.35,10.85
BGR,0,0,0,0,1,293.2,1900,1905,1,2,75,1,0.06901,0.06671,19847,1324,19185,199002,10.03,10.53
BGR,0,0,0,0,1,293.2,1900,1905,1,2,76,1,0.06967,0.06732,18523,1247,17900,179817,9.71,10.21
BGR,0,0,0,0,1,293.2,1900,1905,1,2,77,1,0.07177,0.06929,17276,1197,16678,161917,9.37,9.87
BGR,0,0,0,0,1,293.2,1900,1905,1,2,78,1,0.07739,0.07451,16079,1198,15480,145240,9.03,9.53
BGR,0,0,0,0,1,293.2,1900,1905,1,2,79,1,0.08126,0.07809,14881,1162,14300,129760,8.72,9.22
BGR,0,0,0,0,1,293.2,1900,1905,1,2,80,1,0.08543,0.08193,13719,1124,13157,115460,8.42,8.92
BGR,0,0,0,0,1,293.2,1900,1905,1,2,81,1,0.08942,0.08559,12595,1078,12056,102303,8.12,8.62
BGR,0,0,0,0,1,293.2,1900,1905,1,2,82,1,0.09686,0.09239,11517,1064,10985,90247,7.84,8.34
BGR,0,0,0,0,1,293.2,1900,1905,1,2,83,1,0.09857,0.09394,10453,982,9962,79262,7.58,8.08
BGR,0,0,0,0,1,293.2,1900,1905,1,2,84,1,0.10619,0.10083,9471,955,8994,69300,7.32,7.82
BGR,0,0,0,0,1,293.2,1900,1905,1,2,85,1,0.1104,0.10463,8516,891,8070,60306,7.08,7.58
BGR,0,0,0,0,1,293.2,1900,1905,1,2,86,1,0.11703,0.11056,7625,843,7204,52236,6.85,7.35
BGR,0,0,0,0,1,293.2,1900,1905,1,2,87,1,0.12269,0.1156,6782,784,6390,45032,6.64,7.14
BGR,0,0,0,0,1,293.2,1900,1905,1,2,88,1,0.13073,0.12271,5998,736,5630,38642,6.44,6.94
BGR,0,0,0,0,1,293.2,1900,1905,1,2,89,1,0.14644,0.13645,5262,718,4903,33012,6.27,6.77
BGR,0,0,0,0,1,293.2,1900,1905,1,2,90,1,0.14542,0.13556,4544,616,4236,28109,6.19,6.69
BGR,0,0,0,0,1,293.2,1900,1905,1,2,91,1,0.14586,0.13595,3928,534,3661,23873,6.08,6.58
BGR,0,0,0,0,1,293.2,1900,1905,1,2,92,1,0.16282,0.15056,3394,511,3138,20212,5.96,6.46
BGR,0,0,0,0,1,293.2,1900,1905,1,2,93,1,0.16563,0.15297,2883,441,2662,17074,5.92,6.42
BGR,0,0,0,0,1,293.2,1900,1905,1,2,94,1,0.17115,0.15766,2442,385,2250,14411,5.9,6.4
BGR,0,0,0,0,1,293.2,1900,1905,1,2,95,1,0.15618,0.14487,2057,298,1908,12162,5.91,6.41
BGR,0,0,0,0,1,293.2,1900,1905,1,2,96,1,0.14971,0.13928,1759,245,1636,10254,5.83,6.33
BGR,0,0,0,0,1,293.2,1900,1905,1,2,97,1,0.13691,0.12814,1514,194,1417,8617,5.69,6.19
BGR,0,0,0,0,1,293.2,1900,1905,1,2,98,1,0.15686,0.14545,1320,192,1224,7200,5.45,5.95
BGR,0,0,0,0,1,293.2,1900,1905,1,2,99,1,0.11732,0.11082,1128,125,1066,5976,5.3,5.8
BGR,0,0,0,0,1,293.2,1900,1905,1,2,100,1,0.11492,0.10867,1003,109,948,4911,4.9,5.4
BGR,0,0,0,0,1,293.2,1900,1905,1,2,101,1,0.11098,0.10515,894,94,847,3962,4.43,4.93
BGR,0,0,0,0,1,293.2,1900,1905,1,2,102,1,0.12483,0.1175,800,94,753,3115,3.89,4.39
BGR,0,0,0,0,1,293.2,1900,1905,1,2,103,1,0.12971,0.12181,706,86,663,2362,3.35,3.85
BGR,0,0,0,0,1,293.2,1900,1905,1,2,104,1,0.20053,0.18226,620,113,564,1699,2.74,3.24
BGR,0,0,0,0,1,293.2,1900,1905,1,2,105,1,0.28121,0.24655,507,125,444,1136,2.24,2.74
BGR,0,0,0,0,1,293.2,1900,1905,1,2,106,1,0.39874,0.33246,382,127,318,691,1.81,2.31
BGR,0,0,0,0,1,293.2,1900,1905,1,2,107,1,0.59542,0.45882,255,117,196,373,1.46,1.96
BGR,0,0,0,0,1,293.2,1900,1905,1,2,108,1,0.71921,0.52899,138,73,102,176,1.28,1.78
BGR,0,0,0,0,1,293.2,1900,1905,1,2,109,1,0.7957,0.56923,65,37,46,75,1.15,1.65
BGR,0,0,0,0,1,293.2,1900,1905,1,2,110,1,0.87179,0.60714,28,17,20,28,1.01,1.5
